,ZKLX,IPINF,WVAE,TZM,CMZ,LRP,JCWJ,BLOKH,RMD,DNZIO,GXT,WIWEF,WGP,GBPGI,RHW,YQDDU,YHOVK,WNE,AWEEG,OJSY
2024-01-16,875.3546408433273,435.6429982460695,13.035801262569047,716.764989963252,289.4842984425384,55.51520188219724,941.9315329945521,227.3857484112259,65.80953271983863,428.31492078488446,282.40954132351226,552.2782620387926,108.60685490132666,931.5525826665063,848.138643472707,429.81117434506353,382.51357557998597,338.39919290706877,244.04307782182485,966.0190337367405
2024-01-17,866.0744136466086,433.4269490586331,12.991501500576817,722.1281662142428,291.2503728917266,55.20067372471814,928.5122048661052,228.34609311249173,65.21555275010834,429.99471027408106,285.1475193216348,550.5670440588748,107.81038974875865,952.1420217782479,856.3289739213251,433.4862055612023,382.7847542018653,340.4200400060289,249.08406062358443,967.486392436611
2024-01-18,881.2946475991971,436.80372560379226,13.149110827514145,728.9387752429175,295.8209746072886,56.06121867937705,938.3948267663247,232.0943942028412,65.91979014120975,433.75938604411726,289.29954608570574,552.7290898292313,107.7192388285654,961.1812996846329,859.5557407782355,438.08816173967836,390.68180342146877,341.95761583727614,253.35696322001638,989.1483902295026
2024-01-19,872.3631417720707,433.58748961373544,13.00831461593247,721.0165365037236,297.8328528538519,56.24175335807455,934.5971866451939,231.94470634218177,65.33832076823202,438.79061267059376,294.5103188497973,555.4826171733424,108.81790102411097,980.464823195796,883.7324178819241,438.3252721107317,390.04387754519723,338.9558717922688,253.43259271506076,980.8188533505731
2024-01-22,901.6524606969739,450.04241231183244,13.293362658011244,734.4693334131493,307.047905108396,58.156093519931126,968.4392226694603,236.68408695949674,67.27008415821317,451.08430069620357,295.7849231719846,565.0340413565356,109.07170259655499,976.0536538762199,890.7742099829148,451.5600391960702,401.54466981951737,347.7696706376324,257.33410565215553,1011.6498742282348
2024-01-23,912.6270088707264,454.03254874047457,13.424072787732422,751.1147084750575,306.23212439838494,57.63445923304694,969.9727609268718,235.54284572598266,67.01361541038331,449.4168924732783,294.4904241941676,567.2093680344366,107.55930364030264,972.590790184827,884.0081796675959,450.28970243828996,394.03422231185925,346.5761043905625,253.68547680633048,998.3481152933398
2024-01-24,907.6457268881308,453.7910789931448,13.432708230578314,750.6767871109832,303.8112314039671,57.94476880453539,973.4864512144816,237.73446195979304,68.40586458802565,455.86564939352894,297.0704583061733,571.0655752890211,109.02629323597913,996.7410969060376,903.1922601743426,457.3916902695088,393.27039387158777,349.5417661105934,256.0282011429467,1005.9733628920935
2024-01-25,923.2834797083825,450.9026946407031,13.48008028661218,752.4065035830284,302.61670596474465,57.338814902850885,978.3105776163292,234.0449092312621,67.35174956319025,453.0762630424101,295.4772496732377,566.7438353952028,107.40708693216502,982.6829776558479,899.0582262205706,461.1206638820358,399.0007755721037,352.1564741125186,255.6530536055602,1016.1783017529598
2024-01-26,895.8236234947811,442.0934692351691,12.991777468238396,729.1914971766129,294.4472271187777,56.57767511987258,973.450194798228,229.6228385993491,66.64855580942186,451.8815214568096,298.07086936696516,569.0313275923831,108.72932782240899,989.4556381005044,910.589647521148,455.18689146979574,396.96858537733084,348.40283403658907,254.53655511960454,1011.1472243256301
2024-01-29,895.3940223085596,439.724491690701,12.838265867763061,730.6969556849209,291.85706003011165,56.39787430510597,986.03952116767,229.04156321498144,66.07831318159839,452.2672661345416,298.1930986177749,574.0450655678234,109.45171464148449,990.0730075759022,917.6527994388044,451.2439101398453,398.3680573341874,346.34907614755826,253.647455488301,1013.6571703420105
2024-01-30,899.7425153706162,439.38197790688446,12.818142219937863,717.3685284025578,289.95546250017225,55.657836509038674,977.41568662459,223.3727453926698,65.86103629266363,445.8450144735094,294.47828734568776,568.4721576044641,109.96570974110224,986.775467188345,920.7381893787733,455.00612129693195,395.502906103453,346.9274593952763,253.9662300551954,1034.8243861493
2024-01-31,902.5392234737338,440.2445865791614,13.045314391370017,722.5233935849943,295.0222460292124,54.808151833788656,958.4609221462593,224.6701825888461,65.6891125887716,444.80815246592294,294.12588169590964,565.6005518906411,110.36825147202494,985.1152744454621,925.4190138178582,458.7258799254984,398.8770280097415,353.70276259735664,257.81463918405206,1036.45406863945
2024-02-01,906.3387012667179,441.0184245238071,13.167601137687473,732.6181826412973,298.54914676455604,55.55747388742383,965.5854449742799,226.58591213260559,66.03979465540718,450.25104049927575,295.568180021437,564.7207607961222,110.55474426899299,1001.987116781266,943.2064014603012,457.0723703149242,405.02829207436696,351.67805350063986,255.47315762999025,1035.4171395618964
2024-02-02,895.1407486346835,433.89152915943987,12.892458418128857,721.1282087125916,291.93900027953464,55.759508563311634,972.5711709309987,226.12718911567103,66.22908354483212,455.2424015016636,289.4425129721084,556.7310140718591,109.16147774477884,983.3057457137384,928.0635157761814,455.58903006950277,400.2967581238566,346.5274841798664,250.41873631189398,1025.4792918728883
2024-02-05,893.9247181883732,433.1905170256655,12.750491227431311,722.0346799701043,292.93831839528866,56.81183863602809,983.3449973781527,232.18280103045737,66.96404032700234,468.40047064836506,297.7804967744487,570.1438561958523,110.40228824191168,1000.1124214826069,950.4934350959736,453.3541514909015,399.2849949315085,341.3708319224937,248.04436256500395,1017.4393840210719
2024-02-06,890.0741045439554,439.4050869180414,12.745214737674457,717.4142983750613,296.6154680730478,57.3080846850106,983.7098579457661,231.8595703089377,67.93052830255748,479.39910479301415,293.4825150642551,561.1712186500058,108.68665820201858,992.7865432946356,958.9009388087234,454.90696059900864,396.0208453706659,338.3477996604957,244.16431599583584,1017.7898073766506
2024-02-07,872.5287745255113,429.58476000862925,12.472088034924163,703.1010162317442,291.5644056912616,55.82873894346943,971.9862408412911,226.19051743256009,66.15588183940768,477.54510382140614,288.1753271106258,545.2055319371391,107.51678565457499,976.0870592121444,945.368231003918,452.7317814157094,388.92492230979144,336.7053160827292,244.18603092158116,999.3060687827099
2024-02-08,872.3272451907409,425.8801922659824,12.62967629535501,696.3143839757348,291.12958978373695,54.694535647458736,965.7273715480825,223.99354694908553,66.20864882982313,470.8283673233759,290.2340058086831,538.6473893873032,107.57631862388509,978.4378961864314,952.1505010306192,457.3688333635035,392.2418004236974,340.5397581244733,247.14105967150658,1022.2007159832203
2024-02-09,874.3871549658145,430.023343593163,12.879120449621022,702.0895151104828,295.87616755825275,54.23770348322174,949.2582361150604,222.02942558748254,65.61548646570336,466.5056467850165,293.2032597068508,540.8642027881396,110.28653198018722,997.542009451573,979.2281324719645,449.4433736149904,390.2123722508429,339.02355635975783,246.0484714270347,1011.258501855646
2024-02-12,892.4258136546179,432.1750567990923,13.220896913868016,710.4133823316917,298.4299662981741,54.53219000616717,944.2429089354703,222.56647138147116,65.94747161511854,463.1876972502666,293.09991480643043,530.0567070193547,109.24686785063594,1003.8958004915104,976.1251863544763,444.4843953585485,379.9381147242208,330.35902500016635,240.0596325658352,998.3515650564027
2024-02-13,902.8345775930618,435.2789990779552,13.280816880950054,722.486604822173,299.17217617803897,54.795513264092115,943.6377842792266,221.09184342216446,65.42195854126763,459.9647983664943,293.05852516259944,540.4178457619814,111.67477248357775,1022.2728693992956,990.1057997445739,440.9751208643779,381.0968653822179,329.483843070967,238.49906334440666,987.3879971462329
2024-02-14,894.6478816688041,428.1274457396403,13.238951347276622,714.2587201730344,296.9068188047959,55.15798423424359,933.3008308072026,222.39472640153474,65.43688784831807,458.97755579447977,289.099597361293,526.9135886591814,108.82413474826174,1007.4375088255424,964.9819873938028,446.55259028483135,383.77611432574406,330.80035192702576,238.24472655315418,1003.6457963812245
2024-02-15,886.5429684947137,425.4803973052889,13.00214954970084,705.1893662258772,294.29332075745396,55.08216573345832,940.3458680543422,222.9561479542709,65.09785282305702,460.4180323163431,293.7921925681067,535.1825115500578,109.88315670688667,1010.3152984275041,972.9393787685593,445.7993340493718,385.14364801805965,327.48747722971905,238.50937897543898,1003.9007144101209
2024-02-16,888.039584170789,430.1727086036922,13.205970390214572,706.425985638324,295.8320942677009,55.67293649114043,945.1269637377233,222.09678627554166,65.86590317756617,457.6251117570204,295.29461760544814,534.2715845975897,111.37376634788478,1021.4365956323902,970.710212198746,445.9625449216942,380.3505842263081,329.2818989514998,240.15243579040785,1012.8000540089499
2024-02-19,891.1877124009552,430.3219277523531,13.32074700291635,715.6580196299726,297.4190764167234,56.09701832405052,954.3360141952927,225.12313026088987,66.17304151154904,465.693230461929,296.57299972199354,537.4232727260079,112.09936952550397,1025.9490163704877,976.7443037460508,446.7210765966962,375.7186974736653,331.4539896915474,241.6637029777814,1000.381261320113
2024-02-20,887.9450776523524,430.44380800075714,13.35440031547701,712.7745637485164,300.0532106080469,54.98515001599437,942.3177542634504,222.70373232791087,65.30035231803495,462.9196686033262,298.4605401187537,532.5112378547557,111.81262235060177,1017.092092563001,971.6384196086781,449.646948834644,383.1339045862724,338.5542871910817,246.96666627731207,1013.491561333599
2024-02-21,884.8139062022814,431.19774037246617,13.156611431532136,708.4286378629274,302.0634751854576,55.006156280397924,932.4506154667514,221.53331292129656,64.47263260192909,457.50199100807237,298.2367656048379,535.141919669472,112.26923571539928,1016.8514653565102,963.3430715979503,442.842982260882,380.4973751616696,334.8125967065322,247.04576235063834,1000.6978104866104
2024-02-22,891.3033161598684,437.4967372594214,13.107751834477554,705.7090073320375,303.7401966269655,54.16496812320026,923.0209172050764,218.55573451220866,64.10899143001392,450.8022105682486,303.35166476781427,545.1871367560186,112.58536611260966,1009.8798174453404,962.3276260111606,437.0068283016106,375.7983749238526,334.48272735773486,245.40461837304585,993.7584649708315
2024-02-23,871.493603052165,431.8100336533807,12.962983423533142,707.132943881629,299.69369541321487,53.895329898952895,929.7777217906643,222.43068481843528,64.8532250761697,452.9323003405799,306.25532165312524,551.0736459902572,111.47366077916416,1005.703519864363,958.8346888065413,435.5418774323273,380.9757554748536,338.996772149041,245.98811437625943,996.6585525155041
2024-02-26,887.7810884494992,432.43430672424313,13.203438566336553,720.6838088373139,299.85424045747436,53.85158818410753,937.2352243559969,226.47238560059822,66.0222088359929,457.206936039733,307.36813911129263,548.4867364034867,112.19498855780014,1021.5426311113739,961.5706037131868,450.042618483232,387.5915362595568,345.5138722862057,249.4793205158558,1025.631482682777
2024-02-27,885.6317415067399,430.8429055971958,13.136991575949235,718.4793417174805,300.26692432268175,52.467434904650354,909.8965662304031,222.41760984276266,64.02241556759299,444.1168448835862,310.7059362089942,549.9669829953627,111.50576811561196,1020.7274378419379,950.4936010436646,444.4543553438058,383.98838591435054,342.53892947504653,251.20466924084135,1010.7823069897114
2024-02-28,897.7590271473781,430.2346358066925,13.016208616692202,717.516240924707,300.58746594534654,52.58231560379741,895.4402635988861,224.07042611841226,63.465900175828544,442.75612204509457,310.77003893795535,548.3491731284187,109.70891593130096,1016.4417852756936,933.9494923697818,450.0197265103133,389.0202389898548,339.1031683671483,251.20117898071686,1012.0737618705094
2024-02-29,884.0906589281456,429.18738737578576,12.812011301918432,706.9328744606831,301.3048287574972,52.589956177150704,875.4378904352209,224.5937504273556,63.059938042080574,444.9916536523152,312.2678132730991,549.187262475396,109.62704105151018,1021.6812885786824,941.9385936235219,447.04262710556355,385.8921663659029,334.96890808515843,250.81705346162732,1004.7867826879162
2024-03-01,877.0660428683243,427.79123257529517,12.79431404689205,707.1131281910497,300.17127584585995,51.818629339400445,864.7237069138406,220.5376027238901,62.10075121288466,437.5870808662441,306.83292905477765,539.6988756650056,109.07169173595959,1016.5946536154502,936.8244662377492,441.68329258842624,387.887614168252,335.0814828036187,250.23445721765185,1003.8760692940559
2024-03-04,882.0156950317121,434.26486372750895,12.919865068364295,718.5829260909995,302.62475397023303,52.84132089100128,866.5390157825999,220.96184729335718,62.51904851755622,442.48516453460667,308.73201686699485,537.8340144393554,108.5971436360194,1038.3266795868087,942.824157474305,441.49606674329146,388.9206171179978,331.29150974434583,248.9649745018778,1007.4350639490166
2024-03-05,869.7000380964635,430.94997091571014,12.819212169192737,710.882674442298,303.3971151346126,52.81873839587411,846.7813224458953,216.91746432316495,61.257721560325884,438.56160139463645,301.0749322745764,528.5762956185753,107.20132811876616,1031.086749194531,945.4526168574484,433.0751439101649,385.2952946008906,326.4377624931803,245.18758184469718,998.405477953154
2024-03-06,890.0462237031531,435.6294401103231,13.048579772540279,725.7122620292774,305.4119509999275,53.01466067697242,855.996116751041,217.77396564568917,61.5727987917749,440.66514351423194,304.47704434993705,539.9821531690402,110.60933586899827,1054.950436110081,963.809771351057,437.93526020270656,382.69007920130474,330.10333739714434,247.81933231116787,1001.5388109386342
2024-03-07,911.0370411344363,436.49098403713435,13.404157185470591,730.893069924247,308.8687562115203,54.11206156451709,871.6776358778062,222.1881877265511,63.1314323577534,445.2010953922075,304.79958240232077,540.6609783056948,110.62233824560035,1046.867531372532,956.6701635685748,442.02913806488243,384.05816332472233,333.5315938112571,250.60976275882203,1005.7438414411189
2024-03-08,904.0394735687155,438.3600188955695,13.418552034787396,725.9603093410341,307.8160294534435,55.509228469373355,895.3308416034481,229.4428171014911,65.60670648262321,451.6321302281803,300.7295602687716,540.7653510899278,111.64150609046521,1025.8512503505735,938.6845056204515,437.5397082552061,383.63888974537474,336.56152156028026,254.25733726659604,1016.3132117744169
2024-03-11,925.5423844477997,447.0184452178548,13.889289017150972,744.5497356656816,312.57524453414663,56.646435379345306,918.9166241023844,232.55253622782695,67.3982875630822,457.84662764498756,305.4702457393946,551.544209579236,113.64613462005369,1037.9136509691673,952.9189704831869,441.6195325655603,387.55655493798264,344.21486357164525,255.84279046013117,1032.7154623210695
2024-03-12,946.5047451198686,444.88192195526443,14.036286620162436,742.4698157684479,307.93283389571315,56.69106979277616,936.4547168508221,232.5475102366957,67.70361818016714,455.5438686936312,311.8014538128147,557.7895002451302,115.74052124588152,1044.9464366156799,958.5555119245936,447.0013760448004,391.7081373987217,344.0320227836488,257.47294631954276,1042.7609777370717
2024-03-13,947.2982661541974,445.24795102021784,14.050738674072555,736.6462300728404,309.3717719948252,56.880227303113436,931.2197555425236,232.90584368451442,67.79174208416195,456.5907729249495,313.595494846651,556.9372572439366,116.58499133579593,1043.489681006276,966.2613832067581,437.3890288957753,385.3876322943994,336.39010984822175,252.0999568694223,1023.0060991253704
2024-03-14,954.9073169005338,452.96078730488324,14.151427998657331,738.0714042113985,314.25158117765204,56.64727835309144,926.845462389145,231.36529826476377,68.19839852859485,455.77987891553875,317.74031049575393,564.191169271969,117.92497647131349,1054.319105678485,984.9684623558907,436.6916119421739,384.2974092751123,335.6921263576566,249.04198894797983,1021.6331533334015
2024-03-15,980.8454787200197,464.6607259495065,14.564739509639118,765.0049549025916,316.1191302689838,56.28039872567176,943.4619743195543,230.85517937664142,69.17329648280027,452.2363033026719,313.64192199548285,562.1228489182251,116.25364733293279,1045.1433200701442,972.5206129065299,440.35470989265025,388.0264532129214,341.3140326682866,247.57036781296765,1052.3886160091447
2024-03-18,980.1471903518401,469.92061733928153,14.749422389977072,763.1420037072745,322.6755615158711,56.375845600266466,933.628627445271,230.01299913003555,69.64900828910969,450.5540269674242,318.1502007256137,559.9575467271943,118.78947738355274,1068.2810319383686,993.2536735714035,435.685776323764,384.7327029707029,340.57049011962073,247.60202212532073,1061.5717062645258
2024-03-19,988.8639534537106,475.21778695976997,14.940080920857664,779.0747336251637,324.70248153217716,56.75140049862927,944.0085101433076,230.23721085923873,69.60054117397658,456.437013557217,322.0826688740235,568.9296491069906,120.47426205745658,1081.8827217279782,1014.4777121402833,430.33156946828365,384.3623819367204,341.20386772837816,247.4543855523457,1050.240009979893
2024-03-20,1013.576943837384,478.7660277608316,15.2101096733737,793.2629477911028,328.9633918779484,56.84868112130312,945.4785455376356,230.76907245902584,69.16297765191692,452.0309858076983,318.7327660985979,565.4185169280438,120.07465173509317,1079.6046473756958,1006.1458650761747,434.7814378072348,392.22308035534354,342.83252078496224,249.00175127227538,1058.7668827414032
2024-03-21,1010.2465852565629,479.16787693628976,14.943420722221122,800.9937588165019,327.7927819152281,56.31046687083385,937.5492552096699,232.42693957714167,68.65975798562918,447.7752871255862,321.28988103709605,575.5924995922325,119.39370063657388,1092.8499631803033,1012.8072915551643,435.0539218168694,397.53621079592403,339.87881458606967,245.66446121824444,1062.405133922764
2024-03-22,1003.6061904431789,474.7569001330783,14.775740743164691,799.9385569543595,321.5309568918058,55.54080055033116,931.4531358455127,230.74908735313824,68.2907736342246,436.1946052398456,325.7607329611471,588.0193517789304,123.04594800779739,1116.8886594495946,1023.6306233189271,426.96600479333426,397.4573372421591,336.5926222495246,243.37532207395935,1053.6124452779056
2024-03-25,1006.9132310429471,476.46927749605425,14.93137654261196,806.9133307258573,323.4516255205002,55.88910985261726,948.3621299690753,230.65876325993645,68.66647309528263,437.2011667337199,329.21099252183814,591.1025282938103,123.13403286401861,1126.1957017113773,1029.721759638777,429.74712876691564,396.9977792671504,341.7890836380928,246.61419719750012,1062.820442003684
2024-03-26,1019.756357911238,478.20695230248197,15.109118915897797,802.1956042331956,325.84443911670854,57.04594377252114,963.2230904173267,234.48762592069124,70.11905618872808,446.70813612677364,330.80131408041615,583.1535031142213,122.40959530570547,1120.17524158603,1021.7494058505382,435.47765854334267,392.61842226828406,340.94142644133876,248.7704294114677,1079.6110486571097
2024-03-27,1014.0185732888224,468.2250327660539,14.99087137877598,792.6526363552545,325.7322480276347,57.47417732935187,958.7492133702515,234.96586779561312,69.07765809102041,443.9745088336537,335.04604545543685,579.1509858883882,122.08522965907937,1125.0253657728629,1020.0477465955238,428.8071870303567,394.4018200443655,335.43370285544864,248.43255833740253,1063.2881491178641
2024-03-28,1016.7660287157731,468.6022030129993,14.996567978469434,793.2681164292273,325.0849541816518,58.1342071725148,978.0261957520497,237.40799784403777,69.60746725700243,450.35199183087,333.25042831210175,578.9567832571361,122.53446698602019,1119.7917308070546,1019.0740195614553,430.16574282877565,396.9995968685551,334.79847028913133,251.40742401914503,1064.0751063054336
2024-03-29,1022.3550169168681,468.9804837572347,15.189679592300283,793.0974464282949,324.96975359059974,57.543517183874286,966.4977128288699,235.16618276301756,69.14835852860287,445.47123516736724,331.3786217164127,568.4912656682602,121.8058883969214,1118.3030346897706,1013.9034217984874,426.78779459335254,390.18168103543786,327.79446197858744,248.64293321160608,1056.5079123528303
2024-04-01,1026.1691266901737,463.7736583804811,15.149013854936394,789.7306299826125,319.31272800078455,57.422515730121795,967.2144564498816,232.71441244574055,68.2995662030987,439.81301632925346,329.1059643275329,570.5914795015049,121.34449630141668,1114.3922563128062,1012.8703706752414,425.6630396286922,387.4650107083631,323.8954504206559,246.37995199220245,1055.8401591068614
2024-04-02,1002.4919173114351,457.18015462591177,14.766682894677439,779.3907238174313,311.7442218249551,58.04316572447564,976.9791913017357,233.73315504116403,68.82695409540581,445.8303300799541,332.92629304428675,577.9916165551602,123.20793952577031,1144.1569078561665,1029.8211745886665,430.4372258266391,389.52399513978975,322.22647943147814,247.6653072876878,1066.4865518770005
2024-04-03,993.1634171321635,459.7835459393563,14.71982117623794,779.1380765480712,313.2602189851451,58.7005118203404,987.0411772172408,240.0645401154038,70.09394281433536,455.84383731453494,333.58258200590296,583.7779204850674,123.00395667825859,1136.7442001359261,1036.1801318813157,431.645964711224,388.776645109927,321.2852674442049,246.6919312006704,1061.7779553213543
2024-04-04,992.3848151432138,458.7129062000788,14.65378303620832,770.2925367678945,314.1849006680197,57.62931406653451,959.5889807453136,235.96019686983286,68.5060743618576,445.4808180201029,328.0751818505085,569.3786090100986,119.6575696655816,1108.5352718345553,1001.3836857830094,431.86072250684975,386.53405852110865,318.784139967921,245.7382021222687,1053.1718332791324
2024-04-05,999.5668238084946,460.74957160077884,14.653755112210684,772.5766638384221,313.837534320437,58.72343861098439,986.9864425209378,236.46347489116638,69.86413088594244,452.8294134632069,329.3229027354267,580.0052409627655,122.00617054458642,1119.0473290255588,1018.2818212224797,430.43639536070543,384.020241474927,319.9595000218307,244.6355548281479,1049.150986191563
2024-04-08,970.2229901684428,452.11176061871254,14.304261466961483,755.9325657892614,311.7727189394564,57.07905607754594,955.9481192097115,233.17464646034185,68.18690553171339,447.119545960025,329.27501248591153,577.5431759480039,121.79885141132317,1119.182757685483,1012.4112597581153,436.4957158327394,383.4235607185602,326.177965911886,251.7055362348651,1059.8534382431599
2024-04-09,973.7679449825988,456.99142959009464,14.400714426278657,759.1844008584518,315.34243578720543,56.61035053370939,950.247226564501,233.86507663201562,68.01815036478814,445.09566939759367,325.41760377061246,569.2503395344697,121.09384146701389,1104.3705975723083,1006.513310429458,434.1258979849648,387.0971468639532,325.9901521956648,251.65665078617425,1071.6256230745555
2024-04-10,981.8078067795777,459.3480020022098,14.43837611223756,759.9883067254117,319.24582125829465,56.713037288670186,946.7997517372178,234.5235913054246,67.96035487786081,449.0143699405311,325.9463314803266,562.7547700563931,119.53339079986804,1090.6678152470029,995.7138675794783,430.0127715226471,383.3135224190016,322.0229043832592,248.44233038560458,1053.2556529678916
2024-04-11,993.5931209539057,463.10148443355325,14.654183669448967,768.0874292442745,319.80849579133286,56.84271391154945,947.5599579321544,232.2269898144455,68.07033935840347,445.33768058989,330.51469660307106,569.9561615243471,120.35760387490872,1111.333460014327,1000.1873224337621,435.1894616371697,379.913206398263,323.7094575408779,249.25885654943423,1055.3248116960845
2024-04-12,990.7517025897216,462.63926731109103,14.348058037963302,768.394997469211,316.7565336202715,56.31841625219803,933.4968484759867,230.73969020418042,67.09935566642034,437.889580442419,328.74740581409,578.5962882452036,122.25282027342757,1131.16469280025,1000.1849376454978,440.52613946567743,382.6765370856069,323.9792930504271,251.29497191787033,1058.637202883372
2024-04-15,987.4549205400984,468.8752322991762,14.166156967634778,768.7146727384546,322.16941760480444,57.042331511586895,941.5411033888955,232.4899052852036,67.47005757550569,443.7453096470101,333.90310918228266,591.1657071385372,123.010881736558,1139.9492894333298,1012.8414227557141,442.7567893132632,389.4503531317673,330.4471033675626,256.28251533524326,1075.737690209292
2024-04-16,997.5822124901165,473.92286469088026,14.29496589608543,769.0713206922487,326.1008042447851,57.15585867414894,937.759507795461,230.74949773933554,67.51453971340176,441.5961442425651,335.7640908457341,587.0136949036131,123.38140907048768,1138.2045922840382,1007.6495215760345,435.9560747075927,386.51914055587,326.2367311538089,253.04651269879446,1058.5481342642538
2024-04-17,1012.3888868599256,472.3232216505335,14.407349674306671,769.7228480121939,326.26308794867066,57.45233427749173,956.5996179875466,232.51604965472418,67.87160805061161,441.8302981790473,337.7993754816108,592.2323929015358,124.73196768939772,1135.3953507360814,1018.5899271275177,436.33699844729125,392.9101098679452,328.08957532464075,254.1976637285932,1057.2079638016419
2024-04-18,1013.159052338166,473.1401892218349,14.365305862837614,781.4899362369334,331.81745907841577,57.1624204994343,943.0513361026348,238.1252451354942,67.62237175412997,445.09100569927904,336.9033297356818,587.5382855297613,123.76193743754932,1129.6444312606586,997.8824750361356,439.7812355525376,395.44585003466284,332.9053818317684,258.70908482828514,1052.401448611664
2024-04-19,1003.3697886578426,465.34995899493265,14.149783650594372,786.3189193237142,327.52614083545615,56.61311629656637,927.5653978817917,234.24248202685328,66.07285828030116,439.38671793142447,332.97085267789555,583.494432611211,123.67078344846843,1142.4059445710734,989.4490736983815,434.43175808848383,391.00929531786926,331.9104037764139,258.2043451309527,1034.6863521382263
2024-04-22,989.9568088332396,465.0431724143367,14.17845986352406,785.765404070758,323.8746601222493,55.00710312867472,920.2521561414802,230.47026733726756,65.42730091661048,429.6190486988075,329.38000856909406,581.597810820131,122.39223493126838,1119.899224808919,969.8118537660764,436.20274678325734,390.8142207423201,336.3153767602081,258.44924933640357,1034.8618080056904
2024-04-23,1003.4458472506958,471.36508656626427,14.33995767941095,795.9156027654084,329.5780773591498,54.70435069508156,929.6228267835054,233.39600435797726,65.488661109514,437.4055299761322,334.8975155572414,582.5838129951193,123.66227850715327,1120.847491636378,974.607507570956,440.06541876773053,394.2473099180201,338.19620342010813,262.9327300403025,1033.8198986468165
2024-04-24,990.7816202041233,478.172333863619,14.189955952830463,785.9552504252975,330.5235762593843,55.162493268237256,931.7007387489169,234.69409921463497,66.9094271845028,444.2902441782682,338.6514678686761,590.2598380686999,125.95396921798898,1131.1750471322246,992.2798541833712,436.313730424243,387.1709964455395,332.61926248089264,256.8341484900238,1021.0022825528952
